ens_tid,target_tfs_filename,before TSS,after TSS,tfs to plot,pval,pval_c
ENST00000368779,,-1412,1462,10,1,0.1
ENST00000368777,,2216,-2166,10,1,0.1
ENST00000368777,,-2248,2298,10,1,0.1
ENST00000368775,,1278,-1228,10,1,0.1
ENST00000368775,,1198,-1148,10,1,0.1
ENST00000368775,,945,-895,10,1,0.1
ENST00000368775,,656,-606,10,1,0.1
ENST00000368775,,-449,499,10,1,0.1
ENST00000368775,,-565,615,10,1,0.1
ENST00000368775,,-1674,1724,10,1,0.1
ENST00000368775,,-2170,2220,10,1,0.1
ENST00000606109,,1846,-1796,10,1,0.1
ENST00000334371,,515,-465,10,1,0.1
ENST00000368771,,1909,-1859,10,1,0.1
ENST00000368771,,196,-146,10,1,0.1
ENST00000368770,,-252,302,10,1,0.1
ENST00000619588,,-1908,1958,10,1,0.1
ENST00000326233,,-585,635,10,1,0.1
ENST00000606576,,-961,1011,10,1,0.1
ENST00000606576,,-503,553,10,1,0.1
ENST00000360090,,217,-167,10,1,0.1
ENST00000335123,,946,-896,10,1,0.1
ENST00000431011,,2346,-2296,10,1,0.1
ENST00000431011,,-983,1033,10,1,0.1
ENST00000431011,,-1208,1258,10,1,0.1
ENST00000431011,,-1696,1746,10,1,0.1
ENST00000368765,,1524,-1474,10,1,0.1
ENST00000368765,,1254,-1204,10,1,0.1
ENST00000368765,,-115,165,10,1,0.1
ENST00000368764,,-1088,1138,10,1,0.1
ENST00000368764,,-1563,1613,10,1,0.1
ENST00000636302,,659,-609,10,1,0.1
ENST00000328051,,1804,-1754,10,1,0.1
ENST00000328051,,1312,-1262,10,1,0.1
ENST00000328051,,458,-408,10,1,0.1
ENST00000328051,,-1240,1290,10,1,0.1
ENST00000328051,,-1445,1495,10,1,0.1
ENST00000368762,,-506,556,10,1,0.1
ENST00000368762,,-535,585,10,1,0.1
ENST00000368762,,-999,1049,10,1,0.1
ENST00000368762,,-1013,1063,10,1,0.1
ENST00000331860,,2216,-2166,10,1,0.1
ENST00000331860,,1726,-1676,10,1,0.1
ENST00000331860,,1437,-1387,10,1,0.1
ENST00000331860,,472,-422,10,1,0.1
ENST00000443178,,-33,83,10,1,0.1
ENST00000443178,,-2222,2272,10,1,0.1
ENST00000307098,,2341,-2291,10,1,0.1
ENST00000307098,,1098,-1048,10,1,0.1
ENST00000307098,,1058,-1008,10,1,0.1
ENST00000307098,,-199,249,10,1,0.1
ENST00000368755,,1442,-1392,10,1,0.1
ENST00000368744,,2278,-2228,10,1,0.1
ENST00000368744,,2053,-2003,10,1,0.1
ENST00000368744,,1216,-1166,10,1,0.1
ENST00000368744,,107,-57,10,1,0.1
ENST00000368744,,-2034,2084,10,1,0.1
ENST00000368742,,-2414,2464,10,1,0.1
ENST00000290722,,-165,215,10,1,0.1
ENST00000290722,,354,-304,10,1,0.1
ENST00000368739,,-2238,2288,10,1,0.1
ENST00000368739,,-957,1007,10,1,0.1
ENST00000368739,,-459,509,10,1,0.1
ENST00000359650,,999,-949,10,1,0.1
ENST00000368732,,-1281,1331,10,1,0.1
ENST00000368729,,516,-466,10,1,0.1
ENST00000368725,,-8,58,10,1,0.1
ENST00000368719,,-1677,1727,10,1,0.1
ENST00000368720,,301,-251,10,1,0.1
ENST00000368717,,-1667,1717,10,1,0.1
ENST00000368718,,-237,287,10,1,0.1
ENST00000368718,,-231,281,10,1,0.1
ENST00000368718,,25,25,10,1,0.1
ENST00000368718,,471,-421,10,1,0.1
ENST00000368718,,763,-713,10,1,0.1
ENST00000368718,,929,-879,10,1,0.1
ENST00000368710,,-21,71,10,1,0.1
ENST00000368690,,574,-524,10,1,0.1
ENST00000368685,,-680,730,10,1,0.1
ENST00000368684,,152,-102,10,1,0.1
ENST00000435409,,-784,834,10,1,0.1
ENST00000271857,,1727,-1677,10,1,0.1
ENST00000624995,,292,-242,10,1,0.1
ENST00000368600,,5,45,10,1,0.1
ENST00000271843,,901,-851,10,1,0.1
ENST00000368553,,566,-516,10,1,0.1
ENST00000368559,,-467,517,10,1,0.1
ENST00000515609,,17,33,10,1,0.1
ENST00000433615,,-534,584,10,1,0.1
ENST00000435087,,-343,393,10,1,0.1
ENST00000484864,,-1035,1085,10,1,0.1
ENST00000622330,,125,-75,10,1,0.1
ENST00000512471,,-895,945,10,1,0.1
ENST00000476006,,-128,178,10,1,0.1
ENST00000515190,,614,-564,10,1,0.1
ENST00000515190,,-1946,1996,10,1,0.1
ENST00000486773,,-640,690,10,1,0.1
ENST00000486773,,702,-652,10,1,0.1
ENST00000368480,,-1790,1840,10,1,0.1
ENST00000368480,,-2112,2162,10,1,0.1
ENST00000292211,,921,-871,10,1,0.1
ENST00000637900,,-381,431,10,1,0.1
ENST00000637900,,-1756,1806,10,1,0.1
ENST00000361147,,28,22,10,1,0.1
ENST00000361147,,2402,-2352,10,1,0.1
ENST00000368467,,842,-792,10,1,0.1
ENST00000444664,,-706,756,10,1,0.1
ENST00000448116,,958,-908,10,1,0.1
ENST00000412170,,-270,320,10,1,0.1
ENST00000392487,,-1309,1359,10,1,0.1
ENST00000292176,,156,-106,10,1,0.1
ENST00000368424,,-141,191,10,1,0.1
ENST00000449910,,1590,-1540,10,1,0.1
ENST00000447332,,-456,506,10,1,0.1
ENST00000359751,,1016,-966,10,1,0.1
ENST00000359751,,253,-203,10,1,0.1
ENST00000368373,,-2368,2418,10,1,0.1
ENST00000491082,,-1945,1995,10,1,0.1
ENST00000368352,,868,-818,10,1,0.1
ENST00000368352,,123,-73,10,1,0.1
ENST00000292254,,-379,429,10,1,0.1
ENST00000609707,,-2333,2383,10,1,0.1
ENST00000462460,,411,-361,10,1,0.1
ENST00000423422,,1708,-1658,10,1,0.1
ENST00000368309,,-1673,1723,10,1,0.1
ENST00000368305,,154,-104,10,1,0.1
ENST00000676385,,2499,-2449,10,1,0.1
ENST00000675939,,1884,-1834,10,1,0.1
ENST00000675667,,1669,-1619,10,1,0.1
ENST00000448611,,220,-170,10,1,0.1
ENST00000473598,,-46,96,10,1,0.1
ENST00000359511,,-1370,1420,10,1,0.1
ENST00000368272,,-1257,1307,10,1,0.1
ENST00000361813,,-454,504,10,1,0.1
ENST00000405535,,-1859,1909,10,1,0.1
ENST00000481050,,98,-48,10,1,0.1
ENST00000339922,,316,-266,10,1,0.1
ENST00000368255,,2348,-2298,10,1,0.1
ENST00000368251,,-2447,2497,10,1,0.1
ENST00000537040,,-1591,1641,10,1,0.1
ENST00000464356,,-414,464,10,1,0.1
ENST00000464356,,1186,-1136,10,1,0.1
ENST00000464356,,1187,-1137,10,1,0.1
ENST00000368233,,-1430,1480,10,1,0.1
ENST00000368233,,-2397,2447,10,1,0.1
ENST00000441358,,329,-279,10,1,0.1
ENST00000441358,,-45,95,10,1,0.1
ENST00000368223,,-1591,1641,10,1,0.1
ENST00000368223,,-1521,1571,10,1,0.1
ENST00000368223,,-506,556,10,1,0.1
ENST00000537739,,-626,676,10,1,0.1
ENST00000361409,,-1550,1600,10,1,0.1
ENST00000454449,,-421,471,10,1,0.1
ENST00000671886,,-1552,1602,10,1,0.1
ENST00000368190,,-204,254,10,1,0.1
ENST00000271532,,-1880,1930,10,1,0.1
ENST00000271532,,1961,-1911,10,1,0.1
ENST00000368186,,-1802,1852,10,1,0.1
ENST00000368186,,-162,212,10,1,0.1
ENST00000368184,,282,-232,10,1,0.1
ENST00000368184,,786,-736,10,1,0.1
ENST00000368184,,2514,-2464,10,1,0.1
ENST00000361516,,177,-127,10,1,0.1
ENST00000361516,,787,-737,10,1,0.1
ENST00000361516,,788,-738,10,1,0.1
ENST00000361516,,2507,-2457,10,1,0.1
ENST00000443761,,14,36,10,1,0.1
ENST00000451207,,-1024,1074,10,1,0.1
ENST00000444681,,534,-484,10,1,0.1
ENST00000641042,,-142,192,10,1,0.1
ENST00000641042,,668,-618,10,1,0.1
ENST00000641535,,-17,67,10,1,0.1
ENST00000641067,,-639,689,10,1,0.1
ENST00000641400,,1874,-1824,10,1,0.1
ENST00000641282,,-1458,1508,10,1,0.1
ENST00000641540,,-1339,1389,10,1,0.1
ENST00000623167,,-244,294,10,1,0.1
ENST00000623167,,-153,203,10,1,0.1
ENST00000641002,,498,-448,10,1,0.1
ENST00000643759,,-1822,1872,10,1,0.1
ENST00000643759,,-1165,1215,10,1,0.1
ENST00000643759,,-472,522,10,1,0.1
ENST00000643759,,-199,249,10,1,0.1
ENST00000643759,,524,-474,10,1,0.1
ENST00000438394,,882,-832,10,1,0.1
ENST00000438394,,-2259,2309,10,1,0.1
ENST00000566111,,1377,-1327,10,1,0.1
ENST00000566111,,-153,203,10,1,0.1
ENST00000447473,,1521,-1471,10,1,0.1
ENST00000447473,,1447,-1397,10,1,0.1
ENST00000447473,,-112,162,10,1,0.1
ENST00000448393,,1053,-1003,10,1,0.1
ENST00000368130,,-2401,2451,10,1,0.1
ENST00000368130,,1181,-1131,10,1,0.1
ENST00000368129,,-1867,1917,10,1,0.1
ENST00000368114,,340,-290,10,1,0.1
ENST00000368114,,-1221,1271,10,1,0.1
ENST00000423932,,341,-291,10,1,0.1
ENST00000255040,,-617,667,10,1,0.1
ENST00000368109,,1881,-1831,10,1,0.1
ENST00000368109,,1637,-1587,10,1,0.1
ENST00000536257,,931,-881,10,1,0.1
ENST00000392235,,-1398,1448,10,1,0.1
ENST00000368104,,2050,-2000,10,1,0.1
ENST00000289707,,-1815,1865,10,1,0.1
ENST00000361509,,-2362,2412,10,1,0.1
ENST00000368094,,2195,-2145,10,1,0.1
ENST00000368092,,-357,407,10,1,0.1
ENST00000368093,,318,-268,10,1,0.1
ENST00000368093,,2434,-2384,10,1,0.1
ENST00000509700,,1198,-1148,10,1,0.1
ENST00000361216,,293,-243,10,1,0.1
ENST00000447527,,1082,-1032,10,1,0.1
ENST00000470705,,-1584,1634,10,1,0.1
ENST00000467691,,179,-129,10,1,0.1
ENST00000473382,,-1850,1900,10,1,0.1
ENST00000473382,,-1450,1500,10,1,0.1
ENST00000495887,,-1311,1361,10,1,0.1
ENST00000495887,,-856,906,10,1,0.1
ENST00000368074,,1406,-1356,10,1,0.1
ENST00000368074,,2377,-2327,10,1,0.1
ENST00000392220,,-213,263,10,1,0.1
ENST00000368069,,-748,798,10,1,0.1
ENST00000424645,,-439,489,10,1,0.1
ENST00000424754,,86,-36,10,1,0.1
ENST00000435149,,-1462,1512,10,1,0.1
ENST00000302101,,2524,-2474,10,1,0.1
ENST00000302101,,-1497,1547,10,1,0.1
ENST00000368061,,1007,-957,10,1,0.1
ENST00000368055,,-796,846,10,1,0.1
ENST00000368054,,-381,431,10,1,0.1
ENST00000538290,,19,31,10,1,0.1
ENST00000495334,,-1076,1126,10,1,0.1
ENST00000368035,,2064,-2014,10,1,0.1
ENST00000368035,,-1473,1523,10,1,0.1
ENST00000368035,,-1612,1662,10,1,0.1
ENST00000326245,,-500,550,10,1,0.1
ENST00000326245,,-325,375,10,1,0.1
ENST00000326245,,2019,-1969,10,1,0.1
ENST00000368016,,-2389,2439,10,1,0.1
ENST00000368016,,-664,714,10,1,0.1
ENST00000368015,,1514,-1464,10,1,0.1
ENST00000368012,,-1184,1234,10,1,0.1
ENST00000458050,,-341,391,10,1,0.1
ENST00000652729,,312,-262,10,1,0.1
ENST00000677579,,-459,509,10,1,0.1
ENST00000491222,,-802,852,10,1,0.1
ENST00000533357,,-503,553,10,1,0.1
ENST00000271450,,-933,983,10,1,0.1
ENST00000271450,,-1261,1311,10,1,0.1
ENST00000459885,,1970,-1920,10,1,0.1
ENST00000309758,,-1530,1580,10,1,0.1
ENST00000350710,,393,-343,10,1,0.1
ENST00000350710,,230,-180,10,1,0.1
ENST00000367957,,54,-4,10,1,0.1
ENST00000367950,,-240,290,10,1,0.1
ENST00000367950,,-2159,2209,10,1,0.1
ENST00000336830,,-1980,2030,10,1,0.1
ENST00000367943,,-748,798,10,1,0.1
ENST00000367943,,-1750,1800,10,1,0.1
ENST00000680688,,78,-28,10,1,0.1
ENST00000367938,,1807,-1757,10,1,0.1
ENST00000530878,,-1289,1339,10,1,0.1
ENST00000464284,,-1056,1106,10,1,0.1
ENST00000367935,,-2229,2279,10,1,0.1
ENST00000367935,,-1528,1578,10,1,0.1
ENST00000367935,,-801,851,10,1,0.1
ENST00000446985,,1069,-1019,10,1,0.1
ENST00000367910,,-1236,1286,10,1,0.1
ENST00000367912,,627,-577,10,1,0.1
ENST00000367906,,285,-235,10,1,0.1
ENST00000367903,,1183,-1133,10,1,0.1
ENST00000367903,,2020,-1970,10,1,0.1
ENST00000618415,,-1985,2035,10,1,0.1
ENST00000560641,,-221,271,10,1,0.1
ENST00000560641,,-363,413,10,1,0.1
ENST00000560641,,-1019,1069,10,1,0.1
ENST00000560641,,-1991,2041,10,1,0.1
ENST00000560641,,-2347,2397,10,1,0.1
ENST00000558837,,1769,-1719,10,1,0.1
ENST00000558837,,-207,257,10,1,0.1
ENST00000559560,,638,-588,10,1,0.1
ENST00000619224,,1684,-1634,10,1,0.1
ENST00000294818,,417,-367,10,1,0.1
ENST00000294818,,146,-96,10,1,0.1
ENST00000294818,,-1402,1452,10,1,0.1
ENST00000627653,,-985,1035,10,1,0.1
ENST00000627653,,-1748,1798,10,1,0.1
ENST00000612311,,329,-279,10,1,0.1
ENST00000612311,,1464,-1414,10,1,0.1
ENST00000642653,,-283,333,10,1,0.1
ENST00000469256,,924,-874,10,1,0.1
ENST00000469256,,524,-474,10,1,0.1
ENST00000469256,,458,-408,10,1,0.1
ENST00000449930,,1527,-1477,10,1,0.1
ENST00000367870,,1544,-1494,10,1,0.1
ENST00000447624,,-160,210,10,1,0.1
ENST00000367868,,-1969,2019,10,1,0.1
ENST00000367868,,-1963,2013,10,1,0.1
ENST00000367868,,-1864,1914,10,1,0.1
ENST00000367868,,-127,177,10,1,0.1
ENST00000367868,,244,-194,10,1,0.1
ENST00000367868,,491,-441,10,1,0.1
ENST00000271385,,82,-32,10,1,0.1
ENST00000443333,,-1725,1775,10,1,0.1
ENST00000443333,,-1765,1815,10,1,0.1
ENST00000443333,,-2409,2459,10,1,0.1
ENST00000370509,,-521,571,10,1,0.1
ENST00000367854,,-2390,2440,10,1,0.1
ENST00000359523,,449,-399,10,1,0.1
ENST00000474859,,-428,478,10,1,0.1
ENST00000474859,,-495,545,10,1,0.1
ENST00000474859,,-1668,1718,10,1,0.1
ENST00000682931,,-44,94,10,1,0.1
ENST00000367830,,-1254,1304,10,1,0.1
ENST00000431969,,-1866,1916,10,1,0.1
ENST00000367819,,-143,193,10,1,0.1
ENST00000367818,,-2073,2123,10,1,0.1
ENST00000367818,,-2135,2185,10,1,0.1
ENST00000367817,,-2074,2124,10,1,0.1
ENST00000367817,,-1035,1085,10,1,0.1
ENST00000367817,,-477,527,10,1,0.1
ENST00000367816,,2024,-1974,10,1,0.1
ENST00000426663,,-1768,1818,10,1,0.1
ENST00000236137,,278,-228,10,1,0.1
ENST00000236137,,2439,-2389,10,1,0.1
ENST00000236147,,-1557,1607,10,1,0.1
ENST00000367775,,-2273,2323,10,1,0.1
ENST00000367775,,-1814,1864,10,1,0.1
ENST00000367775,,-497,547,10,1,0.1
ENST00000367775,,-70,120,10,1,0.1
ENST00000367777,,198,-148,10,1,0.1
ENST00000333360,,1048,-998,10,1,0.1
ENST00000609271,,-1600,1650,10,1,0.1
ENST00000609271,,1116,-1066,10,1,0.1
ENST00000609271,,1578,-1528,10,1,0.1
ENST00000609271,,1742,-1692,10,1,0.1
ENST00000303469,,-2214,2264,10,1,0.1
ENST00000303469,,-666,716,10,1,0.1
ENST00000367770,,2149,-2099,10,1,0.1
ENST00000367767,,-1983,2033,10,1,0.1
ENST00000367767,,-1168,1218,10,1,0.1
ENST00000367767,,-315,365,10,1,0.1
ENST00000538366,,309,-259,10,1,0.1
ENST00000538366,,1857,-1807,10,1,0.1
ENST00000538366,,1872,-1822,10,1,0.1
ENST00000367762,,618,-568,10,1,0.1
ENST00000367763,,-53,103,10,1,0.1
ENST00000497230,,138,-88,10,1,0.1
ENST00000497230,,37,13,10,1,0.1
ENST00000497230,,-8,58,10,1,0.1
ENST00000497230,,-16,66,10,1,0.1
ENST00000497230,,-39,89,10,1,0.1
ENST00000497230,,-70,120,10,1,0.1
ENST00000426136,,2175,-2125,10,1,0.1
ENST00000426136,,500,-450,10,1,0.1
ENST00000367755,,921,-871,10,1,0.1
ENST00000479749,,-1905,1955,10,1,0.1
ENST00000209929,,2473,-2423,10,1,0.1
ENST00000209929,,1100,-1050,10,1,0.1
ENST00000209929,,86,-36,10,1,0.1
ENST00000367750,,-703,753,10,1,0.1
ENST00000354841,,-366,416,10,1,0.1
ENST00000367749,,-938,988,10,1,0.1
ENST00000498596,,-2279,2329,10,1,0.1
ENST00000636697,,280,-230,10,1,0.1
ENST00000637642,,-1488,1538,10,1,0.1
ENST00000367740,,1543,-1493,10,1,0.1
ENST00000361735,,644,-594,10,1,0.1
ENST00000367737,,-375,425,10,1,0.1
ENST00000520906,,-1788,1838,10,1,0.1
ENST00000488100,,-543,593,10,1,0.1
ENST00000367725,,2443,-2393,10,1,0.1
ENST00000367725,,2098,-2048,10,1,0.1
ENST00000281834,,2018,-1968,10,1,0.1
ENST00000340385,,1663,-1613,10,1,0.1
ENST00000417563,,-696,746,10,1,0.1
ENST00000367701,,-1121,1171,10,1,0.1
ENST00000474375,,-2193,2243,10,1,0.1
ENST00000367688,,337,-287,10,1,0.1
ENST00000613570,,2520,-2470,10,1,0.1
ENST00000476371,,-602,652,10,1,0.1
ENST00000239462,,1357,-1307,10,1,0.1
ENST00000239462,,-1354,1404,10,1,0.1
ENST00000239462,,-1841,1891,10,1,0.1
ENST00000622870,,782,-732,10,1,0.1
ENST00000422274,,-1085,1135,10,1,0.1
ENST00000422274,,327,-277,10,1,0.1
ENST00000367669,,2287,-2237,10,1,0.1
ENST00000367657,,421,-371,10,1,0.1
ENST00000367657,,1593,-1543,10,1,0.1
ENST00000527976,,1974,-1924,10,1,0.1
ENST00000623247,,2160,-2110,10,1,0.1
ENST00000623247,,2295,-2245,10,1,0.1
ENST00000319416,,1536,-1486,10,1,0.1
ENST00000440702,,320,-270,10,1,0.1
ENST00000263733,,-1290,1340,10,1,0.1
ENST00000447595,,-160,210,10,1,0.1
ENST00000540564,,972,-922,10,1,0.1
ENST00000511889,,-234,284,10,1,0.1
ENST00000367616,,937,-887,10,1,0.1
ENST00000417329,,-1910,1960,10,1,0.1
ENST00000367600,,-610,660,10,1,0.1
ENST00000367600,,-1315,1365,10,1,0.1
ENST00000263726,,-1680,1730,10,1,0.1
ENST00000263726,,-1700,1750,10,1,0.1
ENST00000367590,,833,-783,10,1,0.1
ENST00000367590,,213,-163,10,1,0.1
ENST00000367587,,406,-356,10,1,0.1
ENST00000483705,,-1341,1391,10,1,0.1
ENST00000542060,,76,-26,10,1,0.1
ENST00000542060,,187,-137,10,1,0.1
ENST00000614012,,-213,263,10,1,0.1
ENST00000367573,,2206,-2156,10,1,0.1
ENST00000339948,,-1558,1608,10,1,0.1
ENST00000339948,,-129,179,10,1,0.1
ENST00000339948,,741,-691,10,1,0.1
ENST00000311223,,943,-893,10,1,0.1
ENST00000367565,,1546,-1496,10,1,0.1
ENST00000634758,,1274,-1224,10,1,0.1
ENST00000367559,,32,18,10,1,0.1
ENST00000367558,,1111,-1061,10,1,0.1
ENST00000367558,,1718,-1668,10,1,0.1
ENST00000367558,,2326,-2276,10,1,0.1
ENST00000367558,,2411,-2361,10,1,0.1
ENST00000367556,,-112,162,10,1,0.1
ENST00000367556,,-99,149,10,1,0.1
ENST00000367556,,55,-5,10,1,0.1
ENST00000258302,,2023,-1973,10,1,0.1
ENST00000367547,,371,-321,10,1,0.1
ENST00000258341,,1225,-1175,10,1,0.1
ENST00000258341,,1163,-1113,10,1,0.1
ENST00000258341,,-1504,1554,10,1,0.1
ENST00000258341,,-1720,1770,10,1,0.1
ENST00000484114,,1966,-1916,10,1,0.1
ENST00000484114,,298,-248,10,1,0.1
ENST00000484114,,-550,600,10,1,0.1
ENST00000493293,,2131,-2081,10,1,0.1
ENST00000264144,,-354,404,10,1,0.1
ENST00000264144,,-1934,1984,10,1,0.1
ENST00000287713,,-662,712,10,1,0.1
ENST00000287713,,2387,-2337,10,1,0.1
ENST00000502375,,-1693,1743,10,1,0.1
ENST00000420553,,-401,451,10,1,0.1
ENST00000420553,,-310,360,10,1,0.1
ENST00000420553,,790,-740,10,1,0.1
ENST00000367535,,-1212,1262,10,1,0.1
ENST00000418089,,147,-97,10,1,0.1
ENST00000367536,,1299,-1249,10,1,0.1
ENST00000367534,,-1997,2047,10,1,0.1
ENST00000308641,,1834,-1784,10,1,0.1
ENST00000308641,,1880,-1830,10,1,0.1
ENST00000360851,,-2140,2190,10,1,0.1
ENST00000367520,,-1492,1542,10,1,0.1
ENST00000367520,,-1150,1200,10,1,0.1
ENST00000367520,,362,-312,10,1,0.1
ENST00000318130,,-2080,2130,10,1,0.1
ENST00000367511,,-1595,1645,10,1,0.1
ENST00000367509,,681,-631,10,1,0.1
ENST00000367497,,-579,629,10,1,0.1
ENST00000367497,,328,-278,10,1,0.1
ENST00000414277,,-1529,1579,10,1,0.1
ENST00000533951,,-857,907,10,1,0.1
ENST00000497198,,-381,431,10,1,0.1
ENST00000497198,,-134,184,10,1,0.1
ENST00000367468,,-521,571,10,1,0.1
ENST00000680451,,1973,-1923,10,1,0.1
ENST00000543215,,2247,-2197,10,1,0.1
ENST00000391995,,-205,255,10,1,0.1
ENST00000391995,,-2256,2306,10,1,0.1
ENST00000647225,,453,-403,10,1,0.1
ENST00000235382,,630,-580,10,1,0.1
ENST00000449480,,1577,-1527,10,1,0.1
ENST00000367450,,-280,330,10,1,0.1
ENST00000367441,,429,-379,10,1,0.1
ENST00000367435,,1359,-1309,10,1,0.1
ENST00000673703,,229,-179,10,1,0.1
ENST00000359637,,-1153,1203,10,1,0.1
ENST00000649282,,2292,-2242,10,1,0.1
ENST00000367412,,-2360,2410,10,1,0.1
ENST00000367412,,-827,877,10,1,0.1
ENST00000367405,,-2132,2182,10,1,0.1
ENST00000367397,,1043,-993,10,1,0.1
ENST00000681519,,-1281,1331,10,1,0.1
ENST00000448952,,2255,-2205,10,1,0.1
ENST00000606127,,2014,-1964,10,1,0.1
ENST00000561173,,1580,-1530,10,1,0.1
ENST00000442588,,1417,-1367,10,1,0.1
ENST00000544035,,-694,744,10,1,0.1
ENST00000391974,,2215,-2165,10,1,0.1
ENST00000391974,,1040,-990,10,1,0.1
ENST00000391974,,469,-419,10,1,0.1
ENST00000391974,,179,-129,10,1,0.1
ENST00000309309,,650,-600,10,1,0.1
ENST00000367379,,2393,-2343,10,1,0.1
ENST00000367379,,1561,-1511,10,1,0.1
ENST00000418674,,-1907,1957,10,1,0.1
ENST00000447034,,-742,792,10,1,0.1
ENST00000544748,,1050,-1000,10,1,0.1
ENST00000367357,,-1799,1849,10,1,0.1
ENST00000367350,,2421,-2371,10,1,0.1
ENST00000433235,,-936,986,10,1,0.1
ENST00000453944,,278,-228,10,1,0.1
ENST00000413307,,-1386,1436,10,1,0.1
ENST00000367342,,-1299,1349,10,1,0.1
ENST00000362061,,-1811,1861,10,1,0.1
ENST00000362061,,-2,52,10,1,0.1
ENST00000367338,,144,-94,10,1,0.1
ENST00000449188,,-573,623,10,1,0.1
ENST00000449188,,96,-46,10,1,0.1
ENST00000455702,,-1248,1298,10,1,0.1
ENST00000660295,,1381,-1331,10,1,0.1
ENST00000660295,,1395,-1345,10,1,0.1
ENST00000660295,,1396,-1346,10,1,0.1
ENST00000660295,,1965,-1915,10,1,0.1
ENST00000632743,,-220,270,10,1,0.1
ENST00000631576,,1457,-1407,10,1,0.1
ENST00000367312,,-1522,1572,10,1,0.1
ENST00000556362,,350,-300,10,1,0.1
ENST00000556362,,1494,-1444,10,1,0.1
ENST00000556362,,2345,-2295,10,1,0.1
ENST00000336092,,2056,-2006,10,1,0.1
ENST00000367309,,1145,-1095,10,1,0.1
ENST00000532460,,-2453,2503,10,1,0.1
ENST00000533432,,-733,783,10,1,0.1
ENST00000526256,,589,-539,10,1,0.1
ENST00000367295,,-859,909,10,1,0.1
ENST00000438083,,-644,694,10,1,0.1
ENST00000438083,,-1455,1505,10,1,0.1
ENST00000456707,,-2154,2204,10,1,0.1
ENST00000367288,,7,43,10,1,0.1
ENST00000295640,,1763,-1713,10,1,0.1
ENST00000447312,,-664,714,10,1,0.1
ENST00000447312,,-1398,1448,10,1,0.1
ENST00000449524,,1755,-1705,10,1,0.1
ENST00000449524,,1237,-1187,10,1,0.1
ENST00000359651,,696,-646,10,1,0.1
ENST00000359651,,-156,206,10,1,0.1
ENST00000682887,,-298,348,10,1,0.1
ENST00000682887,,-1029,1079,10,1,0.1
ENST00000367279,,-915,965,10,1,0.1
ENST00000255432,,1845,-1795,10,1,0.1
ENST00000423542,,819,-769,10,1,0.1
ENST00000423542,,-353,403,10,1,0.1
ENST00000423542,,-1324,1374,10,1,0.1
ENST00000466968,,-91,141,10,1,0.1
ENST00000367268,,269,-219,10,1,0.1
ENST00000649929,,2141,-2091,10,1,0.1
ENST00000235790,,-517,567,10,1,0.1
ENST00000367262,,1516,-1466,10,1,0.1
ENST00000367254,,-854,904,10,1,0.1
ENST00000446185,,-1671,1721,10,1,0.1
ENST00000367249,,1851,-1801,10,1,0.1
ENST00000367240,,1277,-1227,10,1,0.1
ENST00000272198,,599,-549,10,1,0.1
ENST00000599514,,1209,-1159,10,1,0.1
ENST00000241651,,141,-91,10,1,0.1
ENST00000241651,,182,-132,10,1,0.1
ENST00000618295,,-749,799,10,1,0.1
ENST00000618295,,-1292,1342,10,1,0.1
ENST00000255416,,1657,-1607,10,1,0.1
ENST00000404436,,-1729,1779,10,1,0.1
ENST00000404436,,-1700,1750,10,1,0.1
ENST00000255427,,-414,464,10,1,0.1
ENST00000290551,,1306,-1256,10,1,0.1
ENST00000354955,,-1998,2048,10,1,0.1
ENST00000647586,,1616,-1566,10,1,0.1
ENST00000343110,,1493,-1443,10,1,0.1
ENST00000367222,,1893,-1843,10,1,0.1
ENST00000367222,,-526,576,10,1,0.1
ENST00000341360,,1626,-1576,10,1,0.1
ENST00000341360,,1178,-1128,10,1,0.1
ENST00000341360,,1176,-1126,10,1,0.1
ENST00000341360,,35,15,10,1,0.1
ENST00000341360,,-78,128,10,1,0.1
ENST00000341360,,-482,532,10,1,0.1
ENST00000341360,,-721,771,10,1,0.1
ENST00000341360,,-736,786,10,1,0.1
ENST00000367210,,1914,-1864,10,1,0.1
ENST00000367210,,831,-781,10,1,0.1
ENST00000550078,,-997,1047,10,1,0.1
ENST00000414487,,-509,559,10,1,0.1
ENST00000618875,,873,-823,10,1,0.1
ENST00000452983,,-586,636,10,1,0.1
ENST00000367202,,1724,-1674,10,1,0.1
ENST00000625357,,-953,1003,10,1,0.1
ENST00000672625,,-526,576,10,1,0.1
ENST00000414478,,-2422,2472,10,1,0.1
ENST00000414478,,-1607,1657,10,1,0.1
ENST00000414478,,-1415,1465,10,1,0.1
ENST00000367188,,-1303,1353,10,1,0.1
ENST00000367184,,974,-924,10,1,0.1
ENST00000684373,,1751,-1701,10,1,0.1
ENST00000367179,,-1539,1589,10,1,0.1
ENST00000367175,,198,-148,10,1,0.1
ENST00000367176,,-2181,2231,10,1,0.1
ENST00000367176,,-2014,2064,10,1,0.1
ENST00000367177,,566,-516,10,1,0.1
ENST00000513543,,-1070,1120,10,1,0.1
ENST00000401399,,1137,-1087,10,1,0.1
ENST00000401399,,-865,915,10,1,0.1
ENST00000505079,,1948,-1898,10,1,0.1
ENST00000367173,,-2156,2206,10,1,0.1
ENST00000425360,,2350,-2300,10,1,0.1
ENST00000425360,,1242,-1192,10,1,0.1
ENST00000425360,,-1017,1067,10,1,0.1
